Generator,DUID,Region,SP2023-24,SP2024-25,SP2025-26,SP2026-27,SP2027-28,SP2028-29,SP2029-30,SP2030-31,SP2031-32,SP2032-33,ST2023-24,ST2024-25,ST2025-26,ST2026-27,ST2027-28,ST2028-29,ST2029-30,ST2030-31,ST2031-32,ST2032-33,W2023,W2024,W2025,W2026,W2027,W2028,W2029,W2030,W2031,W2032
Morgan To Whyalla Pipeline No 4 PS,MWPS4PV1,SA,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
Moura Solar Farm,MOUSF1,QLD,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82
Murray Bridge - Onkaparinga Pipeline Pump 2,MBPS2PV1,SA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14
Nevertire Solar Farm,NEVERSF1,NSW,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
New England Solar Farm,NEWENSF1,NSW,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400,400
Numurkah Solar Farm,NUMURSF1,VIC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Nyngan Solar Plant,NYNGAN1,NSW,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102,102
Oakey 1 Solar Farm,OAKEY1SF,QLD,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25
Oakey 2 Solar Farm,OAKEY2SF,QLD,52,52,52,52,52,52,52,52,52,52,53,53,53,53,53,53,53,53,53,53,55,55,55,55,55,55,55,55,55,55
Parkes Solar Farm,PARSF1,NSW,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Port Augusta Renewable Energy Park - Solar,PAREPS1,SA,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
Ross River Solar Farm,RRSF1,QLD,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116,116
Rugby Run Solar Farm,RUGBYR1,QLD,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65
Sun Metals Corporation Solar Farm,SMCSF1,QLD,120,120,120,120,120,120,120,120,120,120,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121
Sunraysia Solar Farm,SUNRSF1,NSW,191,191,191,191,191,191,191,191,191,191,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
Suntop Solar Farm,SUNTPSF1,NSW,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150,150
Susan River Solar Farm,SRSF1,QLD,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75
Tailem Bend Solar Farm,TBSF1,SA,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Tailem Bend Solar Farm - stage 2,TB2SF1,SA,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,0,87,87,87,87,87,87,87,87,87
Wagga North Solar Farm,WAGGNSF1,NSW,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Warwick Solar Farm,WARWSF1,QLD,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Warwick Solar Farm,WARWSF2,QLD,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32
Wellington Solar Farm,WELLSF1,NSW,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170,170
Wemen Solar Farm,WEMENSF1,VIC,82,82,82,82,82,82,82,82,82,82,86,86,86,86,86,86,86,86,86,86,88,88,88,88,88,88,88,88,88,88
West Wyalong Solar Farm,WSTWYSF1,NSW,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
Western Downs Green Power Hub,WDGPH1,QLD,395,395,395,395,395,395,395,395,395,395,400,400,400,400,400,400,400,400,400,400,350,400,400,400,400,400,400,400,400,400
White Rock Solar Farm,WRSF1,NSW,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Whitsunday Solar Farm,WHITSF1,QLD,54,54,54,54,54,54,54,54,54,54,55,55,55,55,55,55,55,55,55,55,56,56,56,56,56,56,56,56,56,56
Winton Solar Farm,WINTSF1,VIC,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
Wyalong Solar Farm,WYASF1,NSW,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Yarranlea Solar Farm,YARANSF1,QLD,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
Yatpool Solar Farm,YATSF1,VIC,79,79,79,79,79,79,79,79,79,79,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
Ararat Wind Farm,ARWF1,VIC,150,150,150,150,150,150,150,150,150,150,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240
Bald Hills Wind Farm,BALDHWF1,VIC,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
Bango 973 Wind Farm,BANGOWF1,NSW,0,0,0,0,0,0,0,0,0,0,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
Bango 999 Wind Farm,BANGOWF2,NSW,0,0,0,0,0,0,0,0,0,0,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85
Berrybank Wind Farm,BRYB1WF1,VIC,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176
Berrybank Wind Farm,BRYB2WF2,VIC,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105,105
Boco Rock Wind Farm,BOCORWF1,NSW,104,104,104,104,104,104,104,104,104,104,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
Bodangora Wind Farm,BODWF1,NSW,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113,113
Bulgana Green Power Hub - Wind Farm,BULGANA1,VIC,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204
Canunda Wind Farm,CNUNDAWF,SA,0,0,0,0,0,0,0,0,0,0,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
Capital Wind Farm,CAPTL_WF,NSW,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141,141
Cathedral Rocks Wind Farm,CATHROCK,SA,0,0,0,0,0,0,0,0,0,0,62,62,62,62,62,62,62,0,0,0,62,62,62,62,62,62,62,62,0,0
Cattle Hill Wind Farm,CTHLWF1,TAS,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
Challicum Hills Wind Farm,CHALLHWF,VIC,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Cherry Tree Wind Farm,CHYTWF1,VIC,43,43,43,43,43,43,43,43,43,43,54,54,54,54,54,54,54,54,54,54,58,58,58,58,58,58,58,58,58,58
Clements Gap Wind Farm,CLEMGPWF,SA,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
Collector Wind Farm,COLWF01,NSW,124,124,124,124,124,124,124,124,124,124,211,211,211,211,211,211,211,211,211,124,219,219,219,219,219,219,219,219,219,219
Coopers Gap Wind Farm,COOPGWF1,QLD,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440,440
Crookwell 2 Wind Farm,CROOKWF2,NSW,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91,91
Crowlands Wind Farm,CROWLWF1,VIC,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Crudine Ridge Wind Farm,CRURWF1,NSW,0,0,0,0,0,0,0,0,0,0,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
Cullerin Range Wind Farm,CULLRGWF,NSW,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Dulacca Wind Farm,DULAWF1,QLD,160,160,160,160,160,160,160,160,160,160,164,164,164,164,164,164,164,164,164,164,173,173,173,173,173,173,173,173,173,173
Dundonnell Wind Farm,DUNDWF1,VIC,108,108,108,108,108,108,108,108,108,108,152,152,152,152,152,152,152,152,152,152,168,168,168,168,168,168,168,168,168,168
Dundonnell Wind Farm,DUNDWF2,VIC,30,30,30,30,30,30,30,30,30,30,42,42,42,42,42,42,42,42,42,42,46,46,46,46,46,46,46,46,46,46
Dundonnell Wind Farm,DUNDWF3,VIC,78,78,78,78,78,78,78,78,78,78,110,110,110,110,110,110,110,110,110,110,122,122,122,122,122,122,122,122,122,122
Elaine Wind Farm,ELAINWF1,VIC,59,59,59,59,59,59,59,59,59,59,74,74,74,74,74,74,74,74,74,74,84,84,84,84,84,84,84,84,84,84
Granville Harbour Wind Farm,GRANWF1,TAS,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
Gullen Range Wind Farm,GULLRWF1,NSW,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166
Gullen Range Wind Farm 2,GULLRWF2,NSW,105,105,105,105,105,105,105,105,105,105,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111,111
Gunning Wind Farm,GUNNING1,NSW,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Hallett 4 North Brown Hill Wind Farm,NBHWF1,SA,88,88,88,88,88,88,88,88,88,88,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132,132
Hallett 5 The Bluff Wind Farm,BLUFF1,SA,35,35,35,35,35,35,35,35,35,35,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53
Hallett Stage 1 Brown Hill Wind Farm,HALLWF1,SA,63,63,63,63,63,63,63,63,63,63,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95,95
Hallett Stage 2 Hallett Hill Wind Farm,HALLWF2,SA,48,48,48,48,48,48,48,48,48,48,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
Hornsdale Wind Farm Stage 1,HDWF1,SA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hornsdale Wind Farm Stage 2,HDWF2,SA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Hornsdale Wind Farm Stage 3,HDWF3,SA,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109
Kaban Green Power Hub - Wind Farm,KABANWF1,QLD,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
Kennedy Energy Park Wind Farm,KEPWF1,QLD,36,36,36,36,36,36,36,36,36,36,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Kiata Wind Farm,KIATAWF1,VIC,27,27,27,27,27,27,27,27,27,27,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,31,31,31
Lake Bonney 1 Wind Farm,LKBONNY1,SA,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
Lake Bonney 2 Wind Farm,LKBONNY2,SA,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159,159
Lake Bonney 3 Wind Farm,LKBONNY3,SA,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Lincoln Gap Wind Farm - Stage 2,LGAPWF2,SA,38,38,38,38,38,38,38,38,38,38,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84
Lincoln Gap Wind Farm - stage 1,LGAPWF1,SA,42,42,42,42,42,42,42,42,42,42,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123
Macarthur Wind Farm,MACARTH1,VIC,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420
Moorabool Wind Farm,MOORAWF1,VIC,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312,312
Mortlake South Wind Farm,MRTLSWF1,VIC,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158,158
Mortons Lane Wind Farm,MLWF1,VIC,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
Mount Emerald Wind Farm,MEWF1,QLD,167,167,167,167,167,167,167,167,167,167,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180,180
Mount Millar Wind Farm,MTMILLAR,SA,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
Mt Gellibrand Wind Farm,MTGELWF1,VIC,0,0,0,0,0,0,0,0,0,0,100,100,115,132,132,132,132,132,132,132,100,100,115,132,132,132,132,132,132,132
Mt Mercer Wind Farm,MERCER01,VIC,0,0,0,0,0,0,0,0,0,0,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131,131
Murra Warra Wind Farm - stage 1,MUWAWF1,VIC,176,176,176,176,176,176,176,176,176,176,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226
Murra Warra Wind Farm - stage 2,MUWAWF2,VIC,189,189,189,189,189,189,189,189,189,189,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209,209
Musselroe Wind Farm,MUSSELR1,TAS,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168
Oaklands Hill Wind Farm,OAKLAND1,VIC,41,41,41,41,41,41,41,41,41,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63
Port Augusta Renewable Energy Park - Wind,PAREPW1,SA,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210
Portland Wind Farm,PORTWF,VIC,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
Salt Creek Wind Farm,SALTCRK1,VIC,38,38,38,38,38,38,38,38,38,38,51,51,51,51,51,51,51,51,51,51,54,54,54,54,54,54,54,54,54,54
Sapphire Wind Farm,SAPHWF1,NSW,156,156,156,156,156,156,156,156,156,156,252,252,252,252,252,252,252,252,252,252,270,270,270,270,270,270,270,270,270,270
Silverton Wind Farm,STWF1,NSW,119,119,119,119,119,119,119,119,119,119,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198,198
Snowtown S2 Wind Farm,SNOWNTH1,SA,133,133,133,133,133,133,133,133,133,133,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144,144
Snowtown S2 Wind Farm,SNOWSTH1,SA,117,117,117,117,117,117,117,117,117,117,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126,126
Snowtown Wind Farm,SNOWTWN1,SA,66,66,66,66,66,66,66,66,66,66,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
Starfish Hill Wind Farm,STARHLWF,SA,33,33,33,33,33,0,0,0,0,0,33,33,33,33,33,0,0,0,0,0,33,33,33,33,33,0,0,0,0,0
Stockyard Hill Wind Farm,STOCKYD1,VIC,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511,511
Taralga Wind Farm,TARALGA1,NSW,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107,107
Waterloo Wind Farm,WATERLWF,SA,9,9,9,9,9,9,9,9,9,9,130,130,130,130,130,130,130,130,130,130,131,131,131,131,131,131,131,131,131,131
Wattle Point Wind Farm,WPWF,SA,91,91,91,91,91,91,91,0,0,0,91,91,91,91,91,91,91,0,0,0,91,91,91,91,91,91,91,0,0,0
Waubra Wind Farm,WAUBRAWF,VIC,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192,192
White Rock Wind Farm - Stage 1,WRWF1,NSW,0,0,0,0,0,0,0,0,0,0,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172
Willogoleche Wind Farm,WGWF1,SA,0,0,0,0,0,0,0,0,0,0,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119,119
Woodlawn Wind Farm,WOODLWN1,NSW,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48
Woolnorth Wind Farm,WOOLNTH1,TAS,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
Yaloak South Wind Farm,YSWF1,VIC,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29
Yambuk Wind Farm,YAMBUKWF,VIC,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Yendon Wind Farm,YENDWF1,VIC,103,103,103,103,103,103,103,103,103,103,127,127,127,127,127,127,127,127,127,127,144,144,144,144,144,144,144,144,144,144
