date,Battery (Charging) -  GWh,Pumps -  GWh,Coal (Brown) -  GWh,Coal (Black) -  GWh,Bioenergy (Biomass) -  GWh,Distillate -  GWh,Gas (Steam) -  GWh,Gas (CCGT) -  GWh,Gas (OCGT) -  GWh,Gas (Reciprocating) -  GWh,Gas (Waste Coal Mine) -  GWh,Battery (Discharging) -  GWh,Hydro -  GWh,Wind -  GWh,Solar (Utility) -  GWh,Solar (Rooftop) -  GWh,Coal (Brown) Emissions Vol - tCO₂e,Coal (Black) Emissions Vol - tCO₂e,Bioenergy (Biomass) Emissions Vol - tCO₂e,Distillate Emissions Vol - tCO₂e,Gas (Steam) Emissions Vol - tCO₂e,Gas (CCGT) Emissions Vol - tCO₂e,Gas (OCGT) Emissions Vol - tCO₂e,Gas (Reciprocating) Emissions Vol - tCO₂e,Gas (Waste Coal Mine) Emissions Vol - tCO₂e,Emissions Intensity - kgCO₂e/MWh,Volume Weighted Price - AUD/MWh,Battery (Charging) Market Value - AUD,Pumps Market Value - AUD,Coal (Brown) Market Value - AUD,Coal (Black) Market Value - AUD,Bioenergy (Biomass) Market Value - AUD,Distillate Market Value - AUD,Gas (Steam) Market Value - AUD,Gas (CCGT) Market Value - AUD,Gas (OCGT) Market Value - AUD,Gas (Reciprocating) Market Value - AUD,Gas (Waste Coal Mine) Market Value - AUD,Battery (Discharging) Market Value - AUD,Hydro Market Value - AUD,Wind Market Value - AUD,Solar (Utility) Market Value - AUD,Solar (Rooftop) Market Value - AUD
2024-10-15,-2.55,-4.11,63.88,222.49,1.12,0.14,1.08,7.10,4.34,0.33,1.09,1.94,44.71,101.83,37.04,78.05,76170.07,197513.14,31.69,96.42,622.77,3750.10,2891.32,193.51,667.88,504.83,92.16,23955.73,-56096.86,1271076.06,27863743.46,127262.05,73194.07,20398.36,789840.54,660349.61,22677.43,78007.66,174065.07,5327133.24,5352967.47,1456631.24,2179632.10
2024-10-16,-2.72,-4.06,65.10,226.74,1.35,0.06,0.98,8.03,4.65,0.70,1.02,2.13,46.70,89.38,37.66,75.73,77765.75,201443.51,40.50,43.77,563.97,4112.33,3072.74,411.04,626.20,520.53,66.82,34018.22,-35989.32,3090183.09,17301218.17,90586.93,15749.29,43921.00,660795.32,580594.64,132461.28,36235.76,265066.46,4182329.34,3436834.32,839903.17,2798272.88
2024-10-17,-3.11,-4.88,63.51,218.23,1.13,0.23,1.30,9.28,3.69,0.90,1.07,2.49,45.09,88.83,37.11,89.42,75267.63,193487.56,39.41,153.62,747.02,4556.28,2419.15,531.12,658.15,501.30,73.24,201010.99,-158725.97,2649472.77,16442810.62,72636.36,46848.51,327666.05,861507.38,685926.20,98346.59,55721.46,279966.31,3269234.91,5021045.95,739539.53,1479904.48
2024-10-18,-3.01,-3.61,65.69,220.58,1.54,0.28,0.99,6.99,2.09,0.00,1.14,1.88,32.74,129.79,32.23,61.91,77668.42,195508.28,48.76,169.16,567.88,3675.46,1498.74,0.00,696.98,507.67,51.75,-33596.63,-105169.02,1349702.91,15312963.34,89536.24,20276.06,-7739.35,623113.48,137093.71,0.00,59635.85,109409.94,2022843.98,3513493.04,379350.11,180809.39
2024-10-19,-2.89,-5.31,56.45,201.85,1.64,0.29,1.48,8.20,0.87,0.15,1.09,2.42,32.76,84.46,43.30,92.10,66939.35,178802.73,49.66,173.09,850.04,4432.70,629.17,90.98,670.87,486.90,53.85,-65634.28,30066.11,1100561.59,13915257.08,103389.93,22028.07,20528.70,612762.22,44511.96,16278.84,55429.70,192248.22,2226632.30,3367726.86,1182585.21,831507.89
2024-10-20,-2.92,-7.54,59.50,193.26,1.85,0.28,1.96,6.21,0.13,0.26,1.04,2.15,40.16,52.13,53.98,100.38,70478.67,171003.82,54.65,169.86,1126.47,3266.78,71.86,154.29,637.39,491.18,53.60,-87185.58,-203751.77,2268846.30,11365912.62,85148.30,14113.18,40169.41,443197.66,15024.42,29451.33,44804.01,216799.15,3383342.06,2713460.07,-692050.86,-1414319.15
2024-10-21,-3.39,-4.91,74.31,195.31,2.01,0.12,2.83,9.13,5.02,0.69,1.06,2.92,39.77,59.29,64.06,100.35,88502.09,172990.34,57.71,69.51,1628.98,4588.30,3337.57,405.31,650.68,496.26,81.61,39435.18,107899.69,4218457.67,19203056.07,160603.34,3402.38,256362.27,1357381.00,1074827.57,134789.46,84825.25,505431.39,4397704.91,3542872.44,1488547.50,2319415.89
2024-10-22,-3.57,-4.63,73.51,204.31,2.09,0.09,1.82,11.20,6.01,0.81,1.03,2.43,39.10,63.29,56.24,99.93,87546.42,181104.42,57.98,53.75,1045.96,5595.65,4161.50,476.49,629.76,506.94,76.35,7937.84,-68897.54,3229534.37,19064317.42,162309.75,32875.11,219503.90,1426970.92,1237979.65,119937.71,76929.44,285917.70,4157516.41,3236337.62,542602.87,9004878.89
2024-10-23,-4.20,-4.76,72.24,211.98,2.10,0.57,1.59,12.06,5.83,0.99,1.07,2.86,49.52,61.96,48.67,96.06,85973.60,188152.20,58.99,447.91,915.42,6069.40,3848.61,583.39,653.58,513.31,182.40,97791.31,-5072.65,3867057.29,46440341.55,399105.58,471126.19,326082.62,4982757.38,4551404.16,629330.66,199569.04,870291.71,13241929.54,2998068.78,1805931.12,10142092.86
2024-10-24,-4.33,-3.63,69.79,215.17,2.04,0.84,1.44,10.92,4.97,0.15,1.00,3.70,37.09,78.79,49.71,97.59,82827.48,191036.68,58.20,735.69,827.15,5611.52,3213.80,85.65,610.86,504.22,71.29,10292.20,9825.47,1901102.83,20989357.21,196105.72,106025.75,-5856.97,1170578.87,581193.89,12055.78,86506.95,215997.63,2878486.99,3398719.71,1650604.62,1374066.55
2024-10-25,-4.22,-5.74,78.58,198.47,2.02,0.18,1.49,10.70,6.80,1.61,0.90,3.53,46.05,45.49,54.85,113.15,93421.87,176167.67,58.05,109.45,856.07,5176.60,4493.08,949.65,548.83,508.76,75.30,-71423.09,-169767.61,5269506.49,16145550.37,131190.82,14194.12,142917.60,1081733.79,953875.13,238987.59,52021.36,327154.91,4588842.75,3602540.21,-29035.73,176166.78
2024-10-26,-3.36,-5.79,74.81,195.28,1.98,0.24,1.72,4.46,3.13,0.73,0.86,2.70,42.55,42.62,44.69,109.26,89093.00,173213.37,56.35,145.75,987.70,2437.60,2036.92,427.74,521.49,521.30,71.01,-113920.81,-149046.51,4007709.02,15710313.91,123175.03,18545.01,36888.73,449913.76,515337.20,141267.05,46470.07,362420.37,3883892.97,2542846.23,-40070.22,-1489694.70
2024-10-27,-3.74,-6.58,70.75,193.23,1.67,0.32,1.00,6.89,3.02,0.17,0.86,2.52,30.59,65.76,42.51,99.57,84353.88,171316.81,44.32,229.64,573.06,3487.51,2066.25,101.96,524.19,516.60,52.89,-70566.72,-16283.67,1015938.92,14070297.46,110487.61,28038.42,-1423.70,368333.46,342466.03,11021.23,48928.74,167476.62,2081738.11,2255623.00,161439.42,-1471363.89
2024-10-28,-3.77,-3.53,72.15,213.47,2.09,0.23,1.03,9.80,4.87,0.22,0.83,3.00,34.34,75.16,46.12,92.05,85850.09,189375.30,59.20,136.14,591.10,4846.05,3084.89,129.63,510.99,519.24,64.98,-31370.44,54390.85,888505.61,18730529.31,183417.68,13484.29,-12516.06,1007289.03,566458.03,17568.78,80256.77,208748.56,3362847.33,3601522.38,1106590.25,403590.44
2024-10-29,-3.76,-4.48,75.65,210.27,1.46,0.22,1.32,11.05,7.52,0.85,0.74,3.18,42.44,43.42,55.36,107.32,90022.45,186738.19,45.99,132.92,758.40,5430.88,4889.08,498.47,447.43,522.97,94.71,39242.50,-101543.70,5267482.69,22832641.02,124488.12,23286.54,95406.28,1357145.18,1221617.07,132895.67,66100.68,416199.67,5437537.09,4231079.56,1251639.40,-606567.86
2024-10-30,-3.70,-5.79,77.21,207.22,1.07,0.24,1.00,8.89,6.14,1.39,0.76,3.05,43.64,56.07,55.00,108.96,91823.75,184154.26,32.74,144.17,576.40,4427.32,4185.41,817.21,463.22,510.78,84.62,78421.99,-168250.90,5705029.95,19738384.80,87054.24,22751.86,56196.34,1046054.87,795790.26,175914.37,50012.49,348241.20,5219596.44,4644139.19,362403.14,-1190662.13
2024-10-31,-3.73,-4.24,76.37,209.08,1.54,0.22,0.99,10.16,4.64,0.63,0.79,2.68,43.59,71.76,50.51,102.40,90911.89,186080.68,46.02,130.25,571.81,5009.45,3270.41,373.86,481.24,505.59,80.94,87408.09,-71098.43,4064148.28,19505032.40,139164.30,20423.48,38067.18,1194526.98,584393.60,63782.59,54924.00,288765.96,5026599.00,5219881.97,1430522.03,2647356.90
2024-11-01,-3.29,-3.94,74.98,213.50,1.84,0.00,0.99,8.64,2.07,0.09,0.95,2.42,37.26,59.55,61.10,104.07,89332.90,189654.02,50.43,0.00,570.83,4229.45,1408.73,51.35,580.14,510.29,58.56,-23072.03,-99876.35,2256188.18,15167455.45,115762.03,0.00,16462.04,701605.71,170902.74,9571.22,56895.23,186680.96,3806291.79,3456034.98,662115.63,-430482.64
2024-11-02,-2.76,-4.60,57.96,187.98,2.06,0.00,0.99,8.47,1.52,0.04,0.94,1.89,23.65,108.34,49.88,90.79,69122.55,167349.84,58.06,1.48,568.98,4081.71,1155.58,23.76,574.41,460.84,33.80,-137571.86,-85796.81,-1487420.55,10852741.90,98793.22,-88.09,-49267.45,224635.25,-1446.21,-4650.19,41545.46,52612.82,1405350.84,1470414.80,517075.74,-2526817.95
2024-11-03,-2.83,-7.48,59.25,185.79,1.42,0.00,0.99,10.80,1.74,0.02,1.00,1.68,21.23,111.80,36.53,103.50,70700.73,165940.41,37.07,0.00,568.57,5215.91,1246.91,14.31,608.61,465.00,36.47,-89317.80,-277095.05,965334.16,9224424.26,61906.59,0.00,1405.31,644068.96,94910.46,-1161.79,35201.07,116784.05,1439066.13,2184931.78,-922128.52,-2923594.87
2024-11-04,-2.77,-3.87,78.76,218.91,1.38,0.24,1.88,14.59,5.63,0.79,1.08,2.23,44.73,57.54,51.72,90.18,93592.87,194727.80,33.78,254.26,1082.38,7139.72,3372.88,466.70,665.32,535.23,101.85,51802.69,-86027.84,6044408.97,24534066.49,139701.82,61118.07,145252.51,1944839.30,1062142.64,123284.94,88437.65,337943.56,5738223.16,5169019.60,2005492.57,1834833.55
2024-11-05,-2.82,-4.13,72.18,212.55,1.92,0.00,1.28,13.22,4.56,0.36,1.16,2.55,45.56,59.79,58.52,92.09,85027.73,188870.70,53.54,0.00,735.92,6372.62,2902.30,211.37,717.48,509.84,97.04,69436.51,-46224.55,5701916.08,22502091.06,165911.72,0.00,109011.25,1624156.97,701388.66,52964.53,95905.09,357088.93,5864241.71,5271846.85,1697218.49,1893403.25
2024-11-06,-4.34,-5.55,66.93,206.78,1.84,1.01,1.74,12.96,5.38,0.50,1.18,2.76,37.33,113.73,55.87,102.12,79392.90,183703.67,52.38,1015.38,1001.24,6504.71,3299.23,297.48,725.76,459.82,95.87,32664.37,19347.14,2224510.82,26506349.95,222109.03,384759.30,34959.23,2112660.13,1706622.72,51103.72,129190.45,359766.40,5402463.46,4083558.63,1848232.14,2290469.32
2024-11-07,-2.82,-3.08,79.50,228.76,1.47,1.44,2.41,13.21,13.94,0.31,1.23,2.51,51.82,72.49,45.35,92.66,94580.85,203227.75,45.47,1388.62,1388.66,6593.14,8599.06,181.51,759.06,526.88,140.50,538327.21,134620.72,4789203.33,394596661.90,2290335.78,11911191.82,165731.74,39623308.66,78001285.54,41333.91,1921609.82,9612017.94,88622585.73,48609790.46,18992932.81,29393319.64
2024-11-08,-3.28,-8.33,60.47,221.24,2.02,0.95,0.98,14.94,11.53,0.62,1.19,2.58,33.97,97.66,56.05,98.52,71447.43,196950.10,56.64,975.79,566.29,7262.81,7223.60,364.93,735.96,483.12,173.98,57395.92,283354.08,1865986.47,51748485.65,464254.49,750336.24,11051.07,4516128.30,5081045.42,94502.47,280328.15,414134.23,8003537.33,5789495.59,6400354.40,8728989.02
2024-11-09,-2.82,-8.38,75.68,211.81,2.07,0.00,0.98,13.28,4.12,1.60,1.07,2.38,41.20,51.99,60.50,94.91,88999.08,189286.99,57.54,4.74,563.08,6275.93,2500.07,946.10,657.18,525.60,105.04,56383.52,72769.58,7481943.71,24994438.88,199654.59,853.74,84405.65,1765469.70,694487.71,275719.48,101800.92,447634.32,5320135.35,4708651.63,888027.14,1557161.23
2024-11-10,-2.79,-9.01,68.00,216.20,2.03,0.00,0.98,9.48,4.15,0.68,1.04,2.11,34.14,49.16,62.80,101.61,80155.50,193273.76,56.28,4.20,563.22,4616.73,2649.15,399.75,641.79,522.34,85.90,890.95,319246.39,3756750.37,21352202.91,185036.81,707.44,45168.44,1037265.32,645353.94,112373.48,103946.43,316069.04,3467129.80,4367307.81,1875309.37,772491.25
2024-11-11,-2.75,-3.42,81.69,241.23,1.97,0.75,1.28,11.71,12.75,1.45,1.06,2.07,50.89,53.86,42.08,81.27,96582.89,215660.66,54.97,784.08,737.88,5825.35,8267.35,854.25,656.88,570.04,76.21,138190.78,269214.21,6539822.79,61196147.63,440254.16,778479.05,143233.53,4556850.00,5090858.03,198219.94,280206.70,1231088.87,14482542.83,7304378.86,4075300.57,9746948.91
2024-11-12,-2.51,-5.51,79.42,236.46,1.88,0.19,1.97,15.73,18.08,0.99,1.20,2.06,58.37,47.53,44.09,80.66,92995.04,211842.98,53.25,195.85,1136.07,7668.70,12033.47,586.40,745.56,563.64,187.66,276859.53,643327.20,10308299.46,50971863.89,443504.87,56766.97,272412.46,3789254.61,4063445.82,138262.84,304008.98,440034.53,9969511.35,7716414.89,5837043.46,10154508.44
2024-11-13,-2.78,-6.67,72.13,224.46,1.68,0.05,2.26,15.97,12.38,1.06,1.15,2.20,46.49,75.19,47.56,86.46,84566.58,200824.97,47.48,36.64,1298.74,7836.20,7736.61,622.72,707.36,523.97,111.53,2731.60,284506.00,4564935.32,29773433.68,227283.48,7916.34,146169.89,2451112.95,2153546.61,150372.09,148351.70,320094.18,6424936.05,5594150.66,2736441.63,2053133.66
2024-11-14,-3.00,-8.94,69.51,218.03,1.38,0.00,3.59,14.34,11.89,1.76,1.00,2.43,49.93,49.92,60.38,101.22,81831.43,195069.61,36.69,0.00,2068.77,6788.37,7494.69,1037.73,617.96,514.34,122.20,153971.68,516396.56,6524552.21,28810904.00,192582.05,0.00,425280.25,2197393.98,2235366.87,252765.19,121374.46,376854.30,6765629.09,5915171.07,3879225.97,3746932.91
2024-11-15,-2.95,-8.32,70.05,217.49,1.87,0.01,2.65,12.68,8.40,1.45,1.04,2.38,48.83,65.47,61.46,93.25,82948.76,194259.94,52.68,8.79,1527.18,6135.63,5237.97,857.04,640.17,506.58,81.62,64430.13,713336.32,5014247.18,29597461.12,258618.69,1453.54,256111.84,2171317.54,1807694.35,204662.61,143276.30,416688.82,6713130.73,8029368.71,4300987.44,4106730.59
2024-11-16,-3.01,-11.67,66.68,193.25,1.53,0.00,1.73,8.56,3.06,0.36,1.02,2.50,28.32,112.57,57.75,95.55,79447.86,172560.16,37.30,0.00,993.22,4184.33,1861.39,209.53,630.64,465.65,22.94,22486.92,664899.33,1645613.87,18704627.15,151507.10,0.00,-19227.40,1106608.19,355710.62,39235.25,109239.87,312006.09,2424891.04,4774772.64,2454386.90,865510.08
2024-11-17,-2.94,-9.87,61.73,185.99,1.67,0.00,0.98,7.69,7.94,0.00,1.11,1.69,28.76,125.00,37.01,94.10,73393.76,166249.96,42.18,0.70,565.33,4091.82,5075.19,0.00,686.10,462.40,72.74,-338895.73,142599.99,-141928.55,14270474.82,109131.46,21.45,-72663.74,806406.67,1028387.29,0.00,71241.58,95316.92,2261689.80,1277862.32,-248050.87,-5132011.96
2024-11-18,-2.97,-10.37,66.51,200.69,1.93,0.66,0.98,12.41,12.78,0.35,1.18,2.42,35.98,90.08,53.74,98.79,79324.38,179444.53,52.38,682.12,562.96,6248.11,7893.77,204.27,728.19,486.85,212.86,-17989.37,344414.71,1379887.79,56913729.50,499601.86,983367.79,5392.58,5985332.33,10435224.44,30503.73,285073.72,948814.92,10862081.69,5220883.39,4324544.03,484820.27
2024-11-19,-3.48,-7.39,82.14,213.50,1.73,0.00,2.29,19.80,6.69,1.00,1.21,2.81,44.20,55.94,54.42,87.55,98273.96,191002.39,47.79,0.00,1296.11,9017.78,4108.22,588.17,747.44,542.46,123.44,187890.07,691868.20,5502780.93,31460686.72,254661.19,0.00,105973.45,3030413.96,1131096.46,133568.58,179373.64,377360.21,5868176.29,6409776.80,4260737.75,2879869.57
2024-11-20,-2.80,-6.85,80.88,214.72,1.69,0.00,1.96,11.24,3.88,0.55,1.07,2.17,35.59,76.53,51.77,91.33,96684.77,192098.88,46.23,0.00,1130.29,5479.78,2305.85,322.20,656.24,529.89,118.02,110712.55,672428.36,5351517.54,29600342.74,268525.97,-0.05,103250.67,1758079.67,574203.48,72232.28,171749.51,338299.08,4103399.67,8297013.30,4312435.94,4371665.14
2024-11-21,-2.81,-7.88,83.97,209.23,1.74,0.00,3.80,14.99,9.76,1.59,1.05,2.44,41.66,64.57,54.97,98.33,99630.07,187556.12,50.09,0.91,2185.16,6986.09,5828.94,936.79,647.94,526.18,142.64,154411.36,600740.12,8923970.14,33019460.32,255639.18,472.29,511970.93,2692136.70,2056093.71,250341.16,145021.09,476504.59,6906407.12,8633531.18,4316573.24,6267322.00
2024-11-22,-3.03,-4.99,85.52,208.55,0.99,0.06,8.31,22.24,12.97,1.47,1.02,2.47,50.64,71.39,59.98,95.38,101603.90,187138.26,34.85,49.11,4716.15,10125.51,7850.15,864.74,627.45,510.66,185.40,210165.85,331476.11,9598519.00,45535845.96,202060.75,11685.30,1416118.46,5456043.80,3643394.30,279063.21,221621.82,1129839.88,12248673.07,9917242.34,6082340.54,9551529.73
2024-11-23,-2.88,-9.75,83.64,197.37,0.72,0.00,5.60,19.18,7.24,1.27,0.87,2.04,40.12,83.91,57.26,95.47,99453.06,176919.38,25.42,0.39,3153.07,8610.23,4349.87,748.71,550.56,504.79,94.23,77613.51,123179.12,6671111.31,20497724.86,72651.60,-5.65,642734.79,2029205.72,1071953.08,178717.49,64348.56,310276.56,5637249.09,5716626.46,1382435.22,2778092.61
2024-11-24,-2.42,-8.38,87.33,201.43,1.13,0.00,6.15,20.49,14.16,2.55,0.75,1.75,44.49,39.26,52.51,90.09,103761.04,180790.87,36.00,0.00,3540.45,9159.14,8390.30,1504.58,481.10,558.06,122.67,127036.32,-12287.01,12201904.42,23037771.30,116912.46,0.00,822131.24,2864366.05,2398442.24,355976.53,56906.12,317764.83,6615190.75,4937538.17,1731512.15,3582198.47
2024-11-25,-2.58,-5.10,93.20,212.39,1.66,0.49,10.02,23.30,16.25,2.28,0.83,1.96,58.87,35.37,59.42,95.34,110763.08,190559.96,52.15,485.44,5695.33,10622.98,9740.52,1343.72,518.02,546.25,159.61,210409.40,138264.12,15643248.73,32303571.78,241855.23,166452.91,1671979.28,4365861.35,3608426.75,382878.84,99615.25,481808.15,11049013.44,5436188.78,4065168.22,7870860.80
2024-11-26,-3.02,-4.82,92.93,222.37,1.84,0.75,7.32,24.51,14.81,2.21,0.94,1.96,57.17,55.38,56.67,99.76,110440.78,198911.35,53.86,749.57,4143.34,11289.70,9056.35,1306.13,571.69,533.51,224.62,285547.17,242295.64,13082734.23,51958637.46,342249.28,361202.14,1099222.51,4386732.29,4761217.59,329442.24,115126.35,753123.93,16923136.22,8635916.51,6618955.29,10045559.26
2024-11-27,-2.65,-5.19,85.78,235.69,1.86,1.19,2.37,17.14,15.45,0.39,0.95,2.15,47.52,104.32,42.82,95.75,101942.56,210312.84,54.32,1187.53,1361.90,8430.50,9483.41,229.32,588.71,516.76,556.75,195792.67,448699.64,6283796.62,141977934.92,770441.58,817568.00,99107.66,5072054.14,17230473.05,49876.46,113210.89,2316093.92,47160408.34,28050461.75,30852170.46,69191170.85
2024-11-28,-2.51,-3.98,80.02,248.33,1.94,0.92,3.34,23.66,13.30,1.04,0.75,1.30,49.79,59.25,60.87,92.08,95136.11,221195.29,57.02,901.54,1925.23,11093.80,7913.57,613.33,480.09,538.52,139.26,144227.78,459137.60,7148570.19,38425049.32,294266.42,210448.67,332485.29,3657418.42,2419609.05,117230.28,106314.15,202476.13,7307256.10,7181750.20,6886134.95,8739083.56
2024-11-29,-1.82,-1.07,62.72,243.10,2.00,0.00,3.92,19.25,17.19,2.07,0.93,1.76,52.66,78.03,46.91,88.26,75432.85,216569.11,55.94,2.53,2255.21,8882.77,10345.17,1221.61,577.65,511.99,193.30,283030.08,99120.10,7719494.61,51921709.55,386529.39,782.15,444147.22,3000960.52,3097646.30,272387.92,139456.09,408846.08,13353354.09,12488443.09,8044221.98,10197828.60
2024-11-30,-2.40,-1.44,65.80,258.57,1.29,0.00,4.89,14.98,8.93,2.44,1.12,1.91,44.09,75.73,28.19,65.20,79132.42,230255.40,38.42,0.00,2817.00,6980.07,5466.69,1441.45,688.65,574.07,152.57,171632.85,156730.48,9051257.46,41385981.45,212542.08,0.00,633931.75,2420084.01,1391371.97,378173.05,174370.55,349650.71,6564806.52,10075347.09,3540955.48,7119412.24
2024-12-01,-2.18,-10.34,62.24,239.24,1.21,0.00,3.77,12.22,5.09,0.96,1.24,1.67,31.56,71.36,52.62,80.30,74218.73,212722.15,35.41,0.00,2170.37,5758.09,3219.98,563.98,765.99,543.51,108.09,26387.08,796855.61,3889025.75,31018741.75,173006.99,0.00,345289.66,1937516.83,881081.96,151242.17,158772.80,275734.48,4014839.86,3842562.71,3333983.63,2144766.88
2024-12-02,-2.23,-4.63,67.82,242.11,1.68,0.69,4.14,18.94,16.33,1.62,1.19,1.41,44.13,80.96,60.62,104.92,80898.22,215327.41,50.01,706.01,2385.05,8911.77,10093.17,957.20,734.49,500.32,570.38,149906.43,283258.53,6959339.32,167130565.88,1021635.90,3343375.30,489810.45,18461842.58,26847045.17,244744.59,727605.47,4759405.43,35148921.08,14102344.33,13829893.71,20759483.51
2024-12-03,-2.46,-2.10,67.82,264.80,1.64,0.25,3.57,19.33,18.46,1.51,1.09,1.86,36.31,99.18,37.66,93.22,81033.72,235884.80,49.30,251.86,2053.87,9105.77,11212.72,891.69,670.50,531.27,230.32,209754.91,227227.06,5186024.21,71562901.02,393329.87,160802.77,334508.93,3613440.43,4426830.91,205140.65,190660.99,580830.24,13669276.69,11804807.45,11920191.57,11193470.87
2024-12-04,-2.33,-3.58,76.98,259.66,1.67,0.18,3.35,17.87,11.06,1.18,1.24,1.57,32.34,52.73,52.32,107.77,91580.31,231483.15,48.57,185.03,1928.06,8221.42,6761.01,694.60,763.28,556.46,121.50,155157.10,252876.22,7406139.56,33289157.37,209984.14,43459.28,387448.85,2759548.15,1700290.38,161093.47,165297.16,282940.75,4030863.82,6439544.90,4287503.49,7218753.05
2024-12-05,-3.36,-2.34,79.01,261.75,1.47,0.09,8.63,21.32,20.31,1.53,0.89,2.76,42.53,54.69,61.76,106.38,94122.15,233417.31,42.38,107.05,4870.49,9859.90,12414.18,902.39,553.45,541.96,165.55,375051.93,148003.55,10700256.70,37272594.41,199044.28,41177.20,3305031.33,6090713.68,6336872.47,648522.77,127677.34,1017711.82,7247704.28,7680469.49,7945865.05,12781288.97
2024-12-06,-2.60,-5.50,79.92,269.28,1.21,0.19,8.13,21.02,16.69,1.97,1.08,2.03,51.47,61.09,65.48,95.60,95312.87,240334.59,33.43,192.12,4573.68,9566.32,9848.21,1158.80,664.48,542.22,238.79,243032.94,358943.08,10023216.11,69698731.69,314429.36,69919.68,1154811.27,3418290.51,3272216.39,296719.44,129571.67,773964.92,17225957.20,8736583.97,17550888.25,40636683.44
2024-12-07,-2.91,-8.67,68.55,248.59,1.18,0.60,2.54,15.07,6.27,0.31,1.09,2.16,30.53,93.08,61.57,93.77,81608.56,223046.65,31.04,630.35,1462.61,7118.74,3720.66,182.24,668.09,518.91,101.69,56589.72,205599.01,3053867.16,32639473.73,141098.56,224979.23,143617.82,2773412.14,1572206.71,49218.34,123798.55,492149.90,4524701.74,4031357.44,2173664.91,3515980.89
2024-12-08,-2.76,-10.59,63.62,229.91,1.04,1.16,2.55,12.80,7.26,0.90,1.14,1.75,25.48,74.30,66.06,115.77,75956.85,206334.81,29.27,1211.95,1465.31,6295.21,4373.76,530.59,698.73,502.90,130.34,-17658.65,411285.23,2350689.80,37207481.75,146719.98,825560.51,98828.67,4587578.92,3028674.03,98418.03,239882.20,406126.64,4010781.42,4310361.23,3372861.20,3633556.44
2024-12-09,-2.92,-2.87,76.78,264.36,1.35,1.15,4.48,20.59,11.52,1.89,1.07,2.72,45.88,40.54,57.10,84.94,91599.56,237206.08,43.45,1200.59,2579.75,9703.90,6883.58,1112.49,658.41,576.75,151.79,183689.46,355812.44,8779911.00,43952147.18,225155.99,302106.52,617326.43,3942410.82,2225405.64,297967.83,193872.87,478917.36,6763296.82,5394000.30,6024264.82,7312099.78
2024-12-10,-2.52,-5.51,69.75,248.12,1.86,0.63,4.26,22.07,12.41,1.68,1.13,1.57,39.29,49.45,54.57,97.12,83107.52,222365.40,52.53,662.24,2450.63,10009.50,7618.34,990.50,695.45,550.38,126.88,116302.77,437032.37,6661108.14,35256901.34,265990.08,120646.23,495270.32,3495236.24,2109533.67,249891.28,168354.46,265010.08,5477955.31,4839839.13,3401285.27,3185095.14
2024-12-11,-2.17,-5.25,66.06,233.53,2.00,0.72,4.24,15.89,7.01,1.74,1.12,2.10,33.86,64.06,61.50,103.28,78847.36,209479.65,56.22,754.04,2442.71,7396.97,4180.67,1026.48,688.52,517.00,117.51,33533.42,210913.66,4862343.13,32940933.64,277962.91,159920.95,395226.77,2648867.53,1220992.55,237198.68,167067.45,311687.77,4475695.71,5342788.13,3133832.52,1222839.62
2024-12-12,-3.40,-6.75,70.88,227.97,1.11,1.67,4.52,17.26,15.95,1.69,1.11,2.70,42.05,54.47,63.80,123.02,84485.86,204520.70,32.41,1713.28,2599.77,8221.62,9684.54,998.45,674.23,506.31,261.16,154763.09,266966.96,8137376.05,70390298.26,412908.82,1444182.15,624437.73,7184190.40,10960933.16,292047.80,331614.54,1147213.08,13502519.13,7772360.76,5501393.78,7009238.37
2024-12-13,-2.71,-6.28,69.03,242.99,1.35,1.95,4.96,20.05,21.50,1.85,1.22,1.98,41.76,53.80,71.67,115.52,82284.26,218030.79,44.68,1963.71,2857.53,9300.61,13192.72,1090.79,748.68,514.35,178.84,188155.90,565097.65,8632719.06,49124546.53,273325.02,540689.37,745788.80,4559890.87,5233624.16,339127.92,241975.67,447359.71,7592727.33,7609877.58,8551655.85,11387395.29
2024-12-14,-2.47,-9.67,71.82,240.71,1.33,0.00,4.50,21.03,16.23,1.62,1.31,2.06,39.94,44.37,68.85,96.18,85456.54,215931.69,42.71,0.00,2593.28,9549.79,9968.53,954.69,808.93,544.15,167.45,153448.66,820799.14,9723311.13,44232673.35,233165.37,0.00,730407.64,4488414.03,3795089.44,315128.99,219928.03,454008.85,7135904.47,7074324.39,5902722.26,7754816.27
2024-12-15,-2.78,-8.84,76.54,235.06,1.39,0.24,7.08,16.16,15.90,1.42,1.16,2.05,39.79,51.99,75.07,111.42,90978.88,210749.76,44.37,251.95,4009.48,7329.74,9841.36,836.34,707.55,520.72,153.22,161237.51,605060.88,8833383.74,37086816.28,214979.69,72375.44,1522780.57,3635299.92,3561048.32,280779.50,171633.55,703068.20,7040772.64,8361448.59,6659206.60,20890398.44
2024-12-16,-3.27,-6.85,86.35,250.80,1.47,1.32,6.25,17.40,26.84,0.62,1.12,2.49,45.48,127.33,61.38,102.90,102570.39,225320.04,45.67,1331.98,3505.89,8345.95,16744.80,364.50,684.23,497.36,156.33,245479.70,671534.33,10202646.85,44205314.91,261706.13,407918.69,776428.21,3753333.12,6103770.67,95952.47,188019.21,550538.32,7908389.24,13057363.47,7734923.50,13954446.11
