IASR ID,Power Station,Technology Type,Region,Sub-region,REZ Location,REZ ID,Status,Regional build cost zone,Maximum capacity (MW),Storage capacity (MWh),SP2025-26,ST2032-33,W2033,Minimum Stable Limit,No-Load  Heat Rate,Marginal Heat Rate,Pumping efficiency (%),Charge efficiency (%),Discharge efficiency (%),Allowable max state of charge (%),Allowable min state of charge (%),Round trip efficiency (%),Annual degradation (%),Max Ramp Up (MW/min),Max Ramp Down (MW/min),Maintenance - Proportion of time out (%),Maintenance - Equivalent average days per year on planned outage,Full outage (% of time),Partial outage (% of time),Full outage MTTR (hrs),Partial outage MTTR (hrs),Partial Outage Derating Factor (%),FOM ($/kW/annum),VOM ($/MWh sent-out),Heat rate (GJ/MWh HHV s.o.),Fuel cost ($/GJ),Scope 1 Emissions (kg/MWh),MLF,Auxiliary load (% of nameplate capacity),SRMC ($/MWh),Expected Closure Year (Calendar year),Retirement / Rehabilitation cost ($/MW),Fault Level Replacement Cost ($M)
BLOWERNG,Blowering,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,80,,70,70,70,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.92,0.64,8.99,2070,10500,not found
BOGONG1,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,70,,70,70,70,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
BOGONG2,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,70,,70,70,70,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY11,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY12,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY13,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY14,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY15,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
MCKAY16,Bogong / Mackay,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,27,,27,27,27,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
LI111-1,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,28,,29,0,29,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
LI112-2,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,28,,29,29,29,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
LI113-3,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,32,,29,29,29,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
CA111-1,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,27,,24,24,24,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
CA112-2,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,24,,24,24,24,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
WY111-1,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,13,,0,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
WY111-2,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,13,,13,0,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
WY111-3,Catagunya / Liapootah / Wayatinah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,13,,13,0,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
CETHANA,Cethana,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,85,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.95,0.64,8.99,2100,10500,not found
DARTM1,Dartmouth,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,185,,170,170,170,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.97,0.64,8.99,2057,10500,not found
DEVILS_G,Devils Gate,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,60,,63,63,63,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.96,0.64,8.99,2100,10500,not found
EILDON1,Eildon,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,68,,68,68,68,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2057,10500,not found
EILDON2,Eildon,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,68,,68,68,68,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2057,10500,not found
FISHER,Fisher,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,43,,0,46,46,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.95,0.64,8.99,2100,10500,not found
GO181-1,Gordon,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,144,,133,133,133,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.96,0.64,8.99,2100,10500,not found
GO182-2,Gordon,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,144,,133,133,133,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.96,0.64,8.99,2100,10500,not found
GO183-3,Gordon,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,144,,133,133,133,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.96,0.64,8.99,2100,10500,not found
GUTHEGA1,Guthega,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,30,,34,34,34,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2070,10500,not found
GUTHEGA2,Guthega,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,30,,34,34,34,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.91,0.64,8.99,2070,10500,not found
HUMENSW,Hume Dam NSW,Hydro,NSW,SNSW,Not Applicable,Not Applicable,Existing,Not Applicable,29,,29,29,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.93,0.64,8.99,2057,10500,not found
HUMEV,Hume Dam VIC,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,29,,29,29,0,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.96,0.64,8.99,2057,10500,not found
JBUTTERS,John Butters,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,144,,140,144,144,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
KAREEYA1,Kareeya,Hydro,QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,22,,22,22,22,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
KAREEYA2,Kareeya,Hydro,QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,22,,22,22,22,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
KAREEYA3,Kareeya,Hydro,QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,22,,22,22,22,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
KAREEYA4,Kareeya,Hydro,QLD,NQ,Not Applicable,Not Applicable,Existing,Not Applicable,22,,22,22,22,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2057,10500,not found
LK_ECHO,Lake Echo,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,32,,30,30,30,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.93,0.64,8.99,2100,10500,not found
LM111-1,Lemonthyme / Wilmot,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,51,,55,55,55,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.97,0.64,8.99,2100,10500,not found
WI111-1,Lemonthyme / Wilmot,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,31,,33,33,33,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.97,0.64,8.99,2100,10500,not found
MACKNTSH,Mackintosh,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,80,,81,84,84,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.92,0.64,8.99,2100,10500,not found
MEADOWBK,Meadowbank,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,40,,0,44,44,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
MURRAY01,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY02,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY03,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY04,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY05,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY06,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY07,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY08,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY09,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY10,Murray 1,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,95,,95,95,95,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY11,Murray 2,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,150,,150,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY12,Murray 2,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,150,,150,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY13,Murray 2,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,150,,150,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
MURRAY14,Murray 2,Hydro,VIC,WNV,Not Applicable,Not Applicable,Existing,Not Applicable,150,,0,150,150,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2070,10500,not found
PO161-1,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
PO162-2,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,0,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
PO163-3,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
PO164-4,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
PO165-5,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
PO166-6,Poatina,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,50,,57,57,57,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.98,0.64,8.99,2100,10500,not found
REECE1,Reece,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,116,,116,119,119,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.92,0.64,8.99,2100,10500,not found
REECE2,Reece,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,116,,116,119,119,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.92,0.64,8.99,2100,10500,not found
SHGEN01,Shoalhaven,Pumped Hydro (48hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,41,240,41,41,41,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2069,7000,not found
SHGEN02,Shoalhaven,Pumped Hydro (48hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,41,240,41,41,41,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2069,7000,not found
SHGEN03,Shoalhaven,Pumped Hydro (48hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,83,4600,83,83,83,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2069,7000,not found
SHGEN04,Shoalhaven,Pumped Hydro (48hrs storage),NSW,CNSW,Not Applicable,Not Applicable,Existing,Not Applicable,83,4600,83,83,83,not found,not found,not found,70,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,85.54,0.00,0.00,0.00,0.00,0.99,0.52,0.00,2069,7000,not found
TA111-1,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,0,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TA111-2,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TA111-3,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TA112-4,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TA112-5,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TA112-6,Tarraleah,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,15,,13,13,13,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.94,0.64,8.99,2100,10500,not found
TR111-1,Trevallyn,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,20,,20,20,20,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
TR111-2,Trevallyn,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,20,,20,20,20,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
TR112-3,Trevallyn,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,27,,0,30,30,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
TR112-4,Trevallyn,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,27,,30,30,30,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.99,0.64,8.99,2100,10500,not found
TRIBUTE,Tribute,Hydro,TAS,TAS,Not Applicable,Not Applicable,Existing,Not Applicable,83,,88,0,88,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,not found,0.27,1.00,5.96%,0.68%,60.02021163,265.9523557,26.78%,106.92,8.99,0.00,0.00,0.00,0.93,0.64,8.99,2100,10500,not found
